Publisher,Language,Author,Summary,Published Date,ISBN-10,ISBN-13,Type,Book Title,Price,Binding,Pages,Product Dimensions
-,Sinhala,Piyasena Kahandagamage,,-,-,-,Book,Bintanne Jana Kavi,Rs. 200.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Billa Saha Apuru Muhuna,Rs. 135.00,-,-,-
WIJESURIYA PATHAKA PADANAMA,Sinhala,LEELANANDA GAMACHCHI,,-,9551387848,-,Book,BILIDUN HADA WADA GANIMA ,Rs. 270.00,-,235,-
S. Godage,Sinhala,Saiman Nawagaththegama,,2001,9552054478,-,Book,Bhawanawa,Rs. 200.00,-,-,-
Buddhist Cultural Centre,Sinhala,Ven. Uhumiye Sumanasara Thero,,2007,9558873063,-,Book,Bhawana - Manasika Suwaye Udawa,Rs. 120.00,-,-,-
-,Sinhala,-,,-,-,-,Book,Bharatha Yogin Ha Isiwarayan Samaga - Part 2,Rs. 280.00,-,-,-
-,Sinhala,-,,-,-,-,Book,Bharatha Yogin Ha Isiwarayan Samaga - Part 1,Rs. 350.00,-,-,-
Dayawansha Jayakody,Sinhala,Swami Rama/Thilaka Kudahetty,,2010,-,9789555517508,Book,Bharatha Yogee Swami Rama - Living with the Himalayan Masters,Rs. 480.00,-,-,-
Pahan Publishers,Sinhala,Thissa Ravindra Perera,,2010,-,9789556671186,Book,Bihisunu Satana,Rs. 390.00,-,-,-
Dayawansha Jayakody,Sinhala,Paul Bruton /Tilaka Kudahetti,,-,-,-,Book,Bharatha Yogeen Saha Isiwarain Samaga 2,Rs. 280.00,-,240,-
S. Godage & Brothers (Pvt.) Ltd,Sinhala,K. Nihal De Silva,,2012,.,9789553039019,Book,Benkuwakin Uaparima Prayojana Ganna Ayuru,Rs. 400.00,Book Binding,96,.
Lake House,Sinhala,Malik Chaminda Darmawardhana,,-,-,9789555521215,Book,Bedunu Ugaye Mathaka,Rs. 500.00,-,281,185mmx245mm
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Bawakarma Vikashaya,Rs. 185.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Bavatharanaya,Rs. 325.00,-,-,-
S. Godage,Sinhala,Wathsala M Kodikara,,2000,9552044952,-,Book,Baudda kanthawage Samaja Karyabharaya,Rs. 175.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Baudda Darshanaya Ha Margaya,Rs. 165.00,-,-,-
Pahan Publishers,Sinhala,Prema Suraweera,,2010,-,9789556671148,Book,Athreka Sasthara,Rs. 83.00,-,-,-
Sooriya Publishers,Sinhala,Chandana Silva,,2003,955842594x,-,Book,Cinemava Saha Waranaya,Rs. 200.00,-,-,-
Ravaya,Sinhala,Victor Ivan,,-,9551468031,-,Book,Chura Rejina,Rs. 400.00,-,192,-
S.Godage,Sinhala,H.V.G. Somasiri Jayawardana,,2005,9552089212,-,Book,Aththa thiththai Viteka Pudumai,Rs. 375.00,-,-,-
Malpiyali,Sinhala,Sumudu Boogahalanda,,2009,-,-,Book,Chiththra Pata karamu,Rs. 60.00,-,-,-
S. Godage,Sinhala,J.George Perera,,2010,-,9789553026071,Book,Chulla Paduma Jathaka Kawyaya saha Sulu piyum da kawa,Rs. 250.00,-,-,-
Sooriya,Sinhala,"Chithra : Susil Pramarathne, Kathawa : Dharma Sri Kaldera",,-,-,-,Book,Chithra : Landesi Hatana : (Chithra Katha) 4 kotasa,Rs. 400.00,-,107,280mm X 180mm
S. Godage,Sinhala,Victor Ivan,,-,9552018064,-,Book,Chess Mooladharma Ha Thakshanaya,Rs. 550.00,-,203,220x145x14mm
S. Godage & Brothers,Sinhala,P.S.W Goonawardana,,2008,9552015707,-,Book,Chess,Rs. 200.00,-,118,14.0 x 21.5
-,Sinhala,N.R.POORNAJITH COSTA,,-,-,9789555105903,Book,CHEENA JAPAN SAMPRADAIKA SATAN KALAWE SAMBAWAYA SA VIKASHANAYA,Rs. 500.00,-,187,-
Ravaya,Sinhala,Basil Fernando,,-,-,-,Book,Cheena Gedara Kirilleege Geethaya,Rs. 150.00,-,-,-
S.Godage and Brothers,Sinhala,"Susantha Ranjan gamage,Mahinda Senarath Gamage",,2005,552082404,-,Book,CHE,Rs. 165.00,-,176,14*22
Dayawansha Jayakody,Sinhala,Sumith Nanayakkara,,2011,-,9789555518796,Book,Chaura Unmadaya,Rs. 200.00,-,-,-
Brilium,Sinhala,Priyanga de Zoysa,,-,-,-,Book,Chamathkara Adaraya,Rs. 570.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Chacoff ha Lankawa,Rs. 140.00,-,-,-
S. Godage,Sinhala,Fransis Bulathsinhala,,2000,9552044022,-,Book,Bulaths Ha Badunu Pem Sithivili,Rs. 100.00,-,-,-
S.Godage,Sinhala,Muditha Karunasinghe,,-,-,-,Book,Cheena Dharshanaya,Rs. 350.00,-,120,145mm X 220mm
Dayawansha Jayakody,Sinhala,Alexandra David Neel,,2009,-,9789555516587x,Book,Buduwaru Dewiwaru saha Yakshayo..,Rs. 450.00,-,-,-
Sahitha Poth Piyasa,Sinhala,Chamika Munasinghe,,-,-,9789550822003,Book,Budu asa - Vidu asa saha Heta Lowa,Rs. 450.00,-,340,-
Dayawansha Jayakody,Sinhala,Damayanthi Jayakody,,2005,9555514712,-,Book,Budhudahamai Mahamuhudai Kelanithissa Rajjuruwoi,Rs. 200.00,-,-,-
Wijesooriya Grantha Kendraya,Sinhala,Neal Wijerathne,,-,-,-,Book,Debase Debasa,Rs. 300.00,-,164,150mm X 220mm
S. Godage,Sinhala,Kusum Naotunna Ranabahu,,2005,9552080339,-,Book,Dath Surakimu,Rs. 75.00,-,-,-
Samanthi,Sinhala,Dewa Michal De Silva,,-,-,-,Book,Dayabara Che,Rs. 920.00,-,268,8.0 x 5.5
Sarasavi Prakashakayo,Sinhala,Gamini Sadalal Algama,,-,-,-,Book,Daruwange Poorna Sanwardanaya,Rs. 225.00,-,102,150mm X 220mm
S. Godage,Sinhala,V.G. Apanasiyev,,2007,9552096235,-,Book,Dayalokthika Bauthikavadaya,Rs. 200.00,-,-,-
BRILIUM PUBLICATION,Sinhala,Dr. Priyanga De Zoysa,,-,-,-,Book,Daruwan Lama Loweni,Rs. 570.00,-,225,8.5 x 5.5
-,Sinhala,LALITH PRIYANKARA,,-,9550447008,-,Book,DAWASAK PALA NATHI HENE ,Rs. 500.00,-,216,-
-,Sinhala,Ysawardana Rodrigo,,-,-,-,Book,Daruva Obee Sampathai,Rs. 330.00,-,145,5.5 x 8.5
Author Publication,Sinhala,Shirani Gallalla,,-,-,-,Book,Daru Gabak Kusa Dara Dasa Masak Perum Puranni,Rs. 275.00,-,145,145 mm X 225 mm
S. Godage & Brothers,Sinhala,Jayantha Wijayawikrama,,-,955208282X,-,Book,Darshanika Akalpa,Rs. 100.00,Paperback,72,14 x 21 x 0.4 cm
PRADEEPA PUBLICATION,Sinhala,K.JAYATHILAKA,,-,-,9799555541167,Book,DARSHANAVADA ASABADIN ,Rs. 300.00,-,253,-
Samayawardana Bookshop,Sinhala,Wijitha Karunarathne, A collection of 13 stories from the Jathakaya.,-,9555704779,-,Book,Darmishta Samajaya,Rs. 150.00,-,84,146 x 221 x 6 mm
S. Godage,Sinhala,Chandima Nishshanka,,2004,9552079675,-,Book,Danveemkaranaya,Rs. 150.00,-,-,-
S. Godage,Sinhala,"Parley J Cooper, Ashoka Nissanka",,-,-,-,Book,Dark Desires (Sudu Endiriya),Rs. 750.00,-,-,-
Godage,Sinhala,J .Piyadasun,This book was won a award in 2004.,-,-,9789552090709,Book,Dam Kodeuwa,Rs. 125.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Dandumonaraya,Rs. 60.00,-,-,-
S. Godage,Sinhala,J.M. Premarathne,,2009,9552083710,-,Book,Dadigama Puranaya - 1,Rs. 500.00,-,-,-
S. Godage & Brothers,Sinhala,Piyasena Kahadagamage,,2002,9552057076,-,Book,Dakunu Palathe Kathabaha,Rs. 275.00,-,148,5.5 x 8.5
S. Godage & Brothers (Pvt.) Ltd,Sinhala,S. M. W. Rajapaksha,,2013,.,9789553039026,Book,Danu Lagnaya,Rs. 250.00,Book Binding,192,.
SARASAVI PUBLICATION,Sinhala,THISSA ERIYAGAMA,,-,63634,-,Book,BRITHANNYA ANDUKRAMAYA ,Rs. 200.00,-,152,-
S. Godage,Sinhala,Henry Rider Haggard,,2007,955209657x,-,Book,Cleopatra,Rs. 350.00,-,-,-
Sadeepa,Sinhala,Batuwangala Rahula Thero,,-,-,9789556612424,Book,Borathel,Rs. 400.00,-,-,-
Dayawansha Jayakody,Sinhala,Meryl Perera,,2002,9555512566,-,Book,Divaine Wisi Wasak,Rs. 200.00,-,-,-
M D Gunasena,Sinhala,wilson Kakulandala,,-,9552112621,-,Book,Diwi gagula dinannata lowa patala ruwan waki,Rs. 190.00,-,-,-
YAKKADUWE HEMATHILAKA DAYARATHNE,Sinhala,YAKKADUWE HEMATHILAKA DAYARATHNE,,-,9555011105,-,Book,DIVIMAGA OSUWA ,Rs. 150.00,-,114,-
Sooriya Publishers,Sinhala,Piyasena Nissanka,,2009,-,9789556561067,Book,Diva mal diva salu,Rs. 220.00,-,-,-
Lakehouse Publications,Sinhala,Indika Kudahetti,,-,-,-,Book,Dinamina Siyawasaka Kathuwaru,Rs. 300.00,-,99,225mm x 140mm
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Bunny Rubon,,-,-,-,Book,Dilip Kumar Charithaya,"Rs. 1,580.00",-,490,-
S. Godage,Sinhala,Maya Ranjan,,1999,9552010942,-,Book,Digamadulle Ashcharyaya,Rs. 300.00,-,-,-
Buddhist Cultural Centre,Sinhala,N H Perera,,2005,9551222482,-,Book,Diliduka Pilibada Bauddha Mathaya,Rs. 160.00,-,62,-
Sikuru,Sinhala,Doc.Abrahm T. Kour,,-,-,-,Book,Dewiyo Saha Buthayo,Rs. 765.00,-,248,8.5 x 5.5
S. Godage & Brothers (Pvt.) Ltd,Sinhala,Wimal M. Gamage,,2013,.,9789553040114,Book,Deyiyo Sakki,Rs. 200.00,Book Binding,56,.
BRILIUM PUBLICATION,Sinhala,Priyanga De Zoysa,,-,-,-,Book,Deventha Hekiyawa,Rs. 570.00,-,-,-
Sanhinda Printers and Publishers,Sinhala,W. Jayasiri,,-,-,-,Book,Deshadrohi Balla,Rs. 230.00,-,68,213mm x 140mm
Dayawansha Jayakody,Sinhala,Prof.Abaya Aryasinghe,,2009,-,9789555516099,Book,Demala Withthiya Saha Singhela Maha Satan,Rs. 200.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Denuma Ha Dekuma,Rs. 175.00,-,-,-
S.Godage and Brothers,Sinhala,D.C de Silva,,2011,-,9789553004857,Book,Demapiyan Wethatai,Rs. 175.00,-,54,8.5 x 5.5
Godage Brothers,Sinhala,Saminadan Vimal,,2002,955205365X,-,Book,DEMALA NAWAKATHAWE PILIBIBUWA,Rs. 100.00,-,190,14*22
Sooriya Publishers,Sinhala,Chandra Sri Ranasinghe,,2009,-,989556561098,Book,Gadi Jana Watha,Rs. 350.00,-,-,-
S. Godage,Sinhala,Thusitha Jayasundara,,2009,-,9789553010841,Book,G.D.L Ada siyawasaka mehewara,Rs. 450.00,-,-,-
Sahana Publishers,Sinhala,Nimal Jayathilaka,,-,9559518976,-,Book,G.C.E. (O/L) Viyapara Saha Ginumkarana Adanaya (Business & Accounting Studies),Rs. 220.00,Paperback,312,13.5 x 21 x 1.5 cm
Sooriya Publishers,Sinhala,Vibhavee Wijayasriwardhana/Edmund G. Love,,2005,9558892718,-,Book,Flushing Dumriye Punchi Hapana,Rs. 350.00,-,-,-
Akarsha Publisher,Sinhala,Jo. Senevirathne,,-,-,9789556720341,Book,Elakkaya,Rs. 400.00,-,240,145mm X 220mm
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Sampath Bandara,,-,9556711732,9789556711738,Book,Eya Soniya,Rs. 250.00,-,136,-
S. Godage,Sinhala,Roy Chapman Andrews,,2005,9552075084,-,Book,Etha Sthana Walata Mawath - Oroads to Far Places,Rs. 270.00,-,-,-
SINHALAPEDIA,Sinhala,-,,-,9550581085,-,Book,ELECTRONIKA VIDYAWA ,Rs. 150.00,-,42,-
EDUCATIONAL PUBLICATION,Sinhala,-,,-,57591,-,Book,EDUCATIONAL PUBLICATION,Rs. 150.00,-,243,-
S. Godage & Brothers,Sinhala,D.C de Silva,,2010,-,9789553000781,Book,Eda Game Aththo,Rs. 200.00,-,64,14.5 x 21.0
Sooriya Publishers,Sinhala,Abhaya Hewawasam,,2005,9558892882,-,Book,Ekolos Hewaridi Manamaliya Saha Thawath Katha,Rs. 150.00,-,-,-
Dayawansha Jayakody,Sinhala,Paul Brunton,,2009,-,9789555516518,Book,Egypthu Abirahas - A Search in Secret Egypt,Rs. 350.00,-,-,-
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Padma Kuruppu,,-,9556713743,9789556713749,Book,Duwili,Rs. 475.00,-,336,-
Independent Publisher,Sinhala,Aruni Shapiro,,-,-,-,Book,Dukin Thewena Sithata Sahanayak,Rs. 480.00,-,148,8.5 X 5.5
STAMFOMFORD LAKE PUBLISHER,Sinhala,JEEWANA SURANGA GAMAGE,,-,-,9789556582017,Book,DTUGAMUNU RAJUGE SOHON GABA SOYA,Rs. 190.00,-,47,-
Ravaya,Sinhala,Waruna Karunathilaka,,-,-,-,Book,Doshabiyogaye athul peththa,Rs. 70.00,-,-,-
Godage,Sinhala,Keerthi Walisarage,The classical definition of a short story that one should be able to read it one sitting .this particular collection of short stories tend to prove above thesis well The short stories that field I this collection are able to give reader fresh and enthusiastic feeling that will never leave one's memory so sealed in there as a memorable literary experience.,-,-,9789553006431,Book,Donawak Osse,Rs. 140.00,-,-,-
Sooriya Publications,Sinhala,L D Mendis,,-,9790000000000,-,Book,Dola Gedara,Rs. 260.00,Paperback,183,220x145x8mm
S.Godage,Sinhala,Kumaradasa Wickramarathna,,2005,9559788507,-,Book,Diwiyata Eliyak Anka Vidyanusarayen,Rs. 270.00,-,-,-
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,S.R. Siri Senanayake,,-,9555733953,-,Book,Diya Kadanaya,Rs. 225.00,-,169,8.5 x 6.0
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Geheniyaka Ha Thawath Ketikatha,Rs. 125.00,-,-,-
BRILIUM PUBLICATION,Sinhala,Dr. Priyanga de Soyza,,-,-,-,Book,Gehanu Lowa Pirimi Lowa,Rs. 480.00,-,174,-
Jetwing Eco Holiday,Sinhala,Gehan de Silva Wijeyeratne, This booklet includes photographs of 263 of Sri Lanka's 442 recorded species of resident and migratory birds.,-,9551079108,-,Book,Gehan de Silva Wijeyeratne,Rs. 525.00,-,42,210x147x4mm
S. Godage & Brothers (Pvt.) Ltd,Sinhala,Wasantha Kuruppu,,2012,.,9789553036872,Book,Gebim Shasthraya Hewath Wasthu Widyawa,Rs. 375.00,Book Binding,176,.
S. Godage,Sinhala,Hardha Nilanka Perera,,-,9552097614,-,Book,Gaveshanaya,Rs. 200.00,-,-,-
Brilium House,Sinhala,Priyanga De Zoysa,,-,-,-,Book,Gavanu Lova Pirimi Lova ,Rs. 570.00,-,174,-
S. Godage & Brothers (Pvt.) Ltd,Sinhala,R.T.B. Rathnayake,,2012,.,9789553018748,Book,Ganithaya Wedapotha 8 Shreniya,Rs. 350.00,Book Binding,240,.
S. Godage & Brothers (Pvt.) Ltd,Sinhala,T.B Rathnayake,,2012 2nd,.,9789553026422,Book,Ganithaya Athwela - 9 Shreniya,Rs. 375.00,Book Binding,168,.
S. Godage & Brothers (Pvt.) Ltd,Sinhala,R.T.B. Rathnayake,,2013 2nd,.,9789553021250,Book,Ganithatya - 7 Shreniya,Rs. 450.00,Book Binding,252,.
SARASAVI BOOK SHOP ( PVT) LTD.,Sinhala,Ft.Sagara Perera,,-,-,-,Book,Ganikaa Wurthiya,Rs. 240.00,-,85,5.5 x 8.5
S Godage And Brother,Sinhala,Sunil Ariyarathna,,1997,700010003,-,Book,GANDARWA APADANA I,Rs. 150.00,-,158,14*22
S. Godage & Brothers,Sinhala,Anil Samaranayaka,,2011,-,9789553033338,Book,Ganathanthra,Rs. 425.00,-,232,8.5 x 5.5
S Godage And Brother,Sinhala,Sunil Ariyarathna,,1997,700010010,-,Book,GANDARWA APADANA II,Rs. 150.00,-,164,14*22
Sooriya Publishers,Sinhala,Samaraweera Vijayasingha,,2007,9558425621,-,Book,Gamwasi Wadanaruth,Rs. 220.00,-,-,-
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Gamperaliya,Rs. 370.00,-,-,-
Vijitha Yapa Publications,Sinhala,Pablis Silva,,-,-,-,Book,Gallkissa Hotalaye Pablis Silvage Sri Lankawe Ewum Pihum,Rs. 975.00,-,344,200mm X 250mm
-,Sinhala,Martin Wickramasinghe,,-,-,-,Book,Galiwarayanaya,Rs. 90.00,-,-,-
